symbol,split,entry_time,exit_time,net_return,gross_return,net_pnl,entry_notional
AXISBANK.NS,out_of_sample,2025-01-23,2025-02-04,0.06045531456648011,0.06266016656784372,1500.283389318226,24816.402
ATUL.NS,out_of_sample,2025-01-29,2025-02-10,-0.036749355369074796,-0.03457920253336701,-915.8179448259017,24920.653318359375
TATACHEM.NS,out_of_sample,2025-02-05,2025-02-18,-0.06999587041273467,-0.0678265717066688,-1734.9342047401763,24786.236595245362
ALKEM.NS,out_of_sample,2025-02-11,2025-02-24,-0.04363925724877737,-0.041410658762159346,-1048.0732778105803,24016.753352050782
AUBANK.NS,out_of_sample,2025-02-19,2025-03-05,0.08253150479199944,0.08475297578809833,2035.1710756077148,24659.323500000002
CUB.NS,out_of_sample,2025-02-25,2025-03-11,-0.023986882048842514,-0.021811352918351817,-597.1342699641538,24894.201286697386
BAJAJ-AUTO.NS,out_of_sample,2025-03-06,2025-03-20,0.054721948045215026,0.05709476500888709,1228.7387423187502,22454.2215
INDUSINDBK.NS,out_of_sample,2025-03-12,2025-03-26,0.036385967126421996,0.038599252445484705,894.4502139023366,24582.285000000003
METROPOLIS.NS,out_of_sample,2025-04-02,2025-04-17,0.07361005471961048,0.0758261604657275,1818.3114796404927,24701.944409179687
VOLTAS.NS,out_of_sample,2025-04-03,2025-04-21,-0.012750267336047892,-0.010508279694739057,-305.39402072499905,23951.97
SYNGENE.NS,out_of_sample,2025-04-25,2025-05-09,-0.06601132992905658,-0.06384841837043077,-1643.8435129351851,24902.445
CROMPTON.NS,out_of_sample,2025-05-05,2025-05-16,0.07362815205097241,0.07583861443511372,1825.1232007624997,24788.388
ASIANPAINT.NS,out_of_sample,2025-05-12,2025-05-23,-0.010001758983705623,-0.0077130962415788325,-233.1575048125012,23311.65
CHAMBLFERT.NS,out_of_sample,2025-05-19,2025-05-30,-0.12470439061871144,-0.12252964426877473,-3050.921162031251,24465.2265
ABFRL.NS,out_of_sample,2025-05-26,2025-06-06,-0.14123267683430346,-0.13909753244217365,-3530.5191817888044,24997.89185424042
APOLLOTYRE.NS,out_of_sample,2025-06-05,2025-06-18,-0.038085010376377425,-0.035915370567299605,-949.1795529729582,24922.654440490725
GMRAIRPORT.NS,out_of_sample,2025-06-13,2025-06-26,0.05181981890169371,0.054014424811635514,1292.202969413161,24936.462473258973
AUROPHARMA.NS,out_of_sample,2025-06-19,2025-07-02,0.043215365300458414,0.04544653532185081,1052.0420266249996,24344.166
PHOENIXLTD.NS,out_of_sample,2025-07-02,2025-07-15,-0.0394363357615869,-0.03725682368230788,-976.6162468621844,24764.376
ANGELONE.NS,out_of_sample,2025-07-09,2025-07-22,0.03720529842630489,0.03940411440430795,922.9294032663945,24806.397
ABB.NS,out_of_sample,2025-07-16,2025-07-29,-0.009018041743660946,-0.006662681498052651,-202.39385874999925,22443.216
AARTIIND.NS,out_of_sample,2025-07-23,2025-08-05,-0.09654678437493751,-0.09439677835238221,-2410.4379708429196,24966.527745574953
ABCAPITAL.NS,out_of_sample,2025-07-30,2025-08-12,0.05820383157866119,0.06041252068362132,1440.403221740222,24747.5670015564
AARTIIND.NS,out_of_sample,2025-08-06,2025-08-20,0.019644121949150325,0.02184839028283713,484.14738749049087,24645.91640917969
ASTRAL.NS,out_of_sample,2025-08-13,2025-08-28,0.06590513787185587,0.0681526862486249,1594.8445934914314,24199.093500000003
BEL.NS,out_of_sample,2025-08-21,2025-09-04,-0.005035922738525193,-0.0028377232295381154,-124.03633315000171,24630.309
ANGELONE.NS,out_of_sample,2025-08-29,2025-09-11,-0.03166008948443616,-0.029484771787766928,-787.1754443529658,24863.336054054264
MFSL.NS,out_of_sample,2025-09-18,2025-10-01,0.05075544044712777,0.05297034472987718,1249.6143734621817,24620.304
SONACOMS.NS,out_of_sample,2025-09-23,2025-10-07,-0.025948102116033024,-0.0237798743953269,-648.6764296490203,24998.99325
DELHIVERY.NS,validation,2025-10-03,2025-10-16,0.023156421863448046,0.025350761860628616,574.5826275048266,24813.10069807434
DMART.NS,out_of_sample,2025-10-08,2025-10-21,-0.011003324394713349,-0.008573413641611387,-236.96498087500294,21535.7625
TMPV.NS,out_of_sample,2025-10-17,2025-10-31,0.029507819481656223,0.031717036140445694,726.3025192020493,24613.900042785648
DALBHARAT.NS,out_of_sample,2025-10-24,2025-11-07,-0.05353040223948718,-0.051275242487305826,-1263.327830923899,23600.193125244143
BANDHANBNK.NS,out_of_sample,2025-11-03,2025-11-17,-0.015280733344605179,-0.013103839178944006,-380.6713472233222,24911.850670944215
ADANIENT.NS,out_of_sample,2025-11-10,2025-11-21,0.045516945048643516,0.047837749121267904,1051.168872356355,23094.01193847656
TMPV.NS,out_of_sample,2025-11-18,2025-12-01,-0.028579214873415266,-0.026388221435382785,-704.103621957567,24636.91270303345
DLF.NS,out_of_sample,2025-11-24,2025-12-05,-0.01140153026041267,-0.009208053033728285,-281.32398135994293,24674.230119506836
LODHA.NS,out_of_sample,2025-12-02,2025-12-15,-0.035572457925368894,-0.03339457156958333,-882.4245135624972,24806.397
AARTIIND.NS,out_of_sample,2025-12-08,2025-12-19,0.0065462054766152284,0.008729893009866848,163.02568567354174,24903.84486950684
PIIND.NS,out_of_sample,2025-12-16,2025-12-30,-0.021120521490360197,-0.01878813604265577,-479.25293411506993,22691.34
ATGL.NS,out_of_sample,2025-12-24,2026-01-07,0.007623500731566278,0.009809242725783963,189.64854028234947,24876.83112524414
ANGELONE.NS,out_of_sample,2025-12-31,2026-01-13,0.023434490003527944,0.02562019927891322,584.6405457068222,24947.867251167296
CUMMINSIND.NS,out_of_sample,2026-01-08,2026-01-21,-0.039127883684890744,-0.03695711179590934,-974.3016765341355,24900.443999999996
ADANIENSOL.NS,out_of_sample,2026-01-14,2026-01-28,-0.06230801905046563,-0.060109219669780806,-1518.7069340874973,24374.180999999997
AARTIIND.NS,out_of_sample,2026-01-22,2026-02-05,0.3220577054679668,0.3243273278489765,8044.512921050616,24978.483
BDL.NS,out_of_sample,2026-02-06,2026-02-19,-0.002393794615950501,-0.00016575796622787884,-57.92311035826555,24197.19301409912
HAL.NS,out_of_sample,2026-02-06,2026-02-19,0.02168635091235508,0.02392166139228007,524.6381530432762,24192.09
INOXWIND.NS,out_of_sample,2026-02-20,2026-03-06,-0.1340648409757612,-0.1319274904857057,-3351.0353397152044,24995.631332759855
PERSISTENT.NS,out_of_sample,2026-02-23,2026-03-09,-0.06422444480425893,-0.06170352985420977,-1308.2635010628192,20370.18
ABFRL.NS,out_of_sample,2026-03-09,2026-03-20,-0.023574017266800307,-0.021404023548498477,-588.928105777642,24982.085111434935
AMBUJACEM.NS,out_of_sample,2026-03-10,2026-03-23,-0.14229706447573004,-0.1401497011314027,-3529.507362888852,24803.796029754638
CYIENT.NS,out_of_sample,2026-03-24,2026-04-09,0.08839613645230734,0.09063236749088542,2162.3661790270444,24462.225000000002
SUNPHARMA.NS,out_of_sample,2026-04-13,2026-04-27,0.04372606936084285,0.045924843760944974,1085.9768158412433,24835.912116394044
HCLTECH.NS,out_of_sample,2026-04-23,2026-05-06,-0.081782343217369,-0.07959905658771274,-2005.4874748738432,24522.255
INFY.NS,out_of_sample,2026-04-28,2026-05-11,0.008565808159529818,0.010781312172875169,209.25333368514507,24428.90732409668
DALBHARAT.NS,out_of_sample,2026-05-12,2026-05-25,0.024703226243423825,0.026897354717796546,613.2132421877654,24823.204716064454
KALYANKJIL.NS,out_of_sample,2026-05-12,2026-05-25,-0.06237144742067605,-0.060195981390002186,-1542.1563224110294,24725.357293853765
CONCOR.NS,out_of_sample,2026-05-28,2026-06-10,-0.06034390512016494,-0.05815774834825591,-1482.7631449519088,24571.879164916994
ONGC.NS,out_of_sample,2026-05-28,2026-06-10,-0.08435723005958135,-0.08220272235066642,-2104.7987794479977,24951.01816360474
HDFCLIFE.NS,out_of_sample,2026-06-11,2026-06-24,0.07944614002527067,0.08167106378161015,1953.861872210933,24593.540625
BSOFT.NS,out_of_sample,2026-06-26,2026-07-09,-0.08948823749132553,-0.08733646162974609,-2234.5731990356658,24970.580063690184
INOXWIND.NS,out_of_sample,2026-07-14,2026-07-27,-0.03542522897522076,-0.03325848954432972,-884.9110446810186,24979.68454346466
HFCL.NS,out_of_sample,2026-07-28,2026-08-10,0.13494761876846376,0.13716955008849813,3357.960367503657,24883.4355
BLUESTARCO.NS,out_of_sample,2026-08-11,2026-08-24,-0.01181913831537323,-0.00959897178865879,-286.8851309553463,24272.931181640626
TATACHEM.NS,out_of_sample,2026-08-25,2026-09-07,-0.03315267689755198,-0.030964540498182046,-817.5557537609467,24660.324
