anchor_date,actual_snapshot_date,raw_symbol,canonical_symbol,format
2021-06-15,2021-06-15,TRENT.NS,TRENT.NS,classic
2021-06-15,2021-06-15,MRF.NS,MRF.NS,classic
2021-06-15,2021-06-15,JSWSTEEL.NS,JSWSTEEL.NS,classic
2021-06-15,2021-06-15,PIDILITIND.NS,PIDILITIND.NS,classic
2021-06-15,2021-06-15,PNB.NS,PNB.NS,classic
2021-06-15,2021-06-15,MANAPPURAM.NS,MANAPPURAM.NS,classic
2021-06-15,2021-06-15,M&M.NS,M&M.NS,classic
2021-06-15,2021-06-15,TVSMOTOR.NS,TVSMOTOR.NS,classic
2021-06-15,2021-06-15,LUPIN.NS,LUPIN.NS,classic
2021-06-15,2021-06-15,BAJFINANCE.NS,BAJFINANCE.NS,classic
2021-06-15,2021-06-15,ULTRACEMCO.NS,ULTRACEMCO.NS,classic
2021-06-15,2021-06-15,ACC.NS,ACC.NS,classic
2021-06-15,2021-06-15,AMARAJABAT.NS,ARE&M.NS,classic
2021-06-15,2021-06-15,CADILAHC.NS,CADILAHC.NS,classic
2021-06-15,2021-06-15,L&TFH.NS,LTF.NS,classic
2021-06-15,2021-06-15,PFC.NS,PFC.NS,classic
2021-06-15,2021-06-15,AXISBANK.NS,AXISBANK.NS,classic
2021-06-15,2021-06-15,RAMCOCEM.NS,RAMCOCEM.NS,classic
2021-06-15,2021-06-15,SBIN.NS,SBIN.NS,classic
2021-06-15,2021-06-15,COALINDIA.NS,COALINDIA.NS,classic
2021-06-15,2021-06-15,ESCORTS.NS,ESCORTS.NS,classic
2021-06-15,2021-06-15,CUB.NS,CUB.NS,classic
2021-06-15,2021-06-15,MCDOWELL-N.NS,UNITDSPR.NS,classic
2021-06-15,2021-06-15,BHEL.NS,BHEL.NS,classic
2021-06-15,2021-06-15,SAIL.NS,SAIL.NS,classic
2021-06-15,2021-06-15,VEDL.NS,VEDL.NS,classic
2021-06-15,2021-06-15,PVR.NS,PVRINOX.NS,classic
2021-06-15,2021-06-15,TATACONSUM.NS,TATACONSUM.NS,classic
2021-06-15,2021-06-15,COLPAL.NS,COLPAL.NS,classic
2021-06-15,2021-06-15,INDUSINDBK.NS,INDUSINDBK.NS,classic
2021-06-15,2021-06-15,HINDUNILVR.NS,HINDUNILVR.NS,classic
2021-06-15,2021-06-15,FEDERALBNK.NS,FEDERALBNK.NS,classic
2021-06-15,2021-06-15,ICICIPRULI.NS,ICICIPRULI.NS,classic
2021-06-15,2021-06-15,NAUKRI.NS,NAUKRI.NS,classic
2021-06-15,2021-06-15,SRTRANSFIN.NS,SHRIRAMFIN.NS,classic
2021-06-15,2021-06-15,BOSCHLTD.NS,BOSCHLTD.NS,classic
2021-06-15,2021-06-15,EXIDEIND.NS,EXIDEIND.NS,classic
2021-06-15,2021-06-15,TATACHEM.NS,TATACHEM.NS,classic
2021-06-15,2021-06-15,ADANIPORTS.NS,ADANIPORTS.NS,classic
2021-06-15,2021-06-15,BATAINDIA.NS,BATAINDIA.NS,classic
2021-06-15,2021-06-15,BANKBARODA.NS,BANKBARODA.NS,classic
2021-06-15,2021-06-15,POWERGRID.NS,POWERGRID.NS,classic
2021-06-15,2021-06-15,M&MFIN.NS,M&MFIN.NS,classic
2021-06-15,2021-06-15,PETRONET.NS,PETRONET.NS,classic
2021-06-15,2021-06-15,ONGC.NS,ONGC.NS,classic
2021-06-15,2021-06-15,NESTLEIND.NS,NESTLEIND.NS,classic
2021-06-15,2021-06-15,PFIZER.NS,PFIZER.NS,classic
2021-06-15,2021-06-15,BAJAJ-AUTO.NS,BAJAJ-AUTO.NS,classic
2021-06-15,2021-06-15,AARTIIND.NS,AARTIIND.NS,classic
2021-06-15,2021-06-15,NAM-INDIA.NS,NAM-INDIA.NS,classic
2021-06-15,2021-06-15,CONCOR.NS,CONCOR.NS,classic
2021-06-15,2021-06-15,BRITANNIA.NS,BRITANNIA.NS,classic
2021-06-15,2021-06-15,NMDC.NS,NMDC.NS,classic
2021-06-15,2021-06-15,SIEMENS.NS,SIEMENS.NS,classic
2021-06-15,2021-06-15,NAVINFLUOR.NS,NAVINFLUOR.NS,classic
2021-06-15,2021-06-15,BALKRISIND.NS,BALKRISIND.NS,classic
2021-06-15,2021-06-15,PIIND.NS,PIIND.NS,classic
2021-06-15,2021-06-15,KOTAKBANK.NS,KOTAKBANK.NS,classic
2021-06-15,2021-06-15,ALKEM.NS,ALKEM.NS,classic
2021-06-15,2021-06-15,DEEPAKNTR.NS,DEEPAKNTR.NS,classic
2021-06-15,2021-06-15,VOLTAS.NS,VOLTAS.NS,classic
2021-06-15,2021-06-15,INDUSTOWER.NS,INDUSTOWER.NS,classic
2021-06-15,2021-06-15,RECLTD.NS,RECLTD.NS,classic
2021-06-15,2021-06-15,SUNPHARMA.NS,SUNPHARMA.NS,classic
2021-06-15,2021-06-15,APOLLOTYRE.NS,APOLLOTYRE.NS,classic
2021-06-15,2021-06-15,TATASTEEL.NS,TATASTEEL.NS,classic
2021-06-15,2021-06-15,HINDALCO.NS,HINDALCO.NS,classic
2021-06-15,2021-06-15,TORNTPHARM.NS,TORNTPHARM.NS,classic
2021-06-15,2021-06-15,TATAPOWER.NS,TATAPOWER.NS,classic
2021-06-15,2021-06-15,SBILIFE.NS,SBILIFE.NS,classic
2021-06-15,2021-06-15,BEL.NS,BEL.NS,classic
2021-06-15,2021-06-15,IBULHSGFIN.NS,SAMMAANCAP.NS,classic
2021-06-15,2021-06-15,NATIONALUM.NS,NATIONALUM.NS,classic
2021-06-15,2021-06-15,IRCTC.NS,IRCTC.NS,classic
2021-06-15,2021-06-15,GRANULES.NS,GRANULES.NS,classic
2021-06-15,2021-06-15,GLENMARK.NS,GLENMARK.NS,classic
2021-06-15,2021-06-15,BHARTIARTL.NS,BHARTIARTL.NS,classic
2021-06-15,2021-06-15,COFORGE.NS,COFORGE.NS,classic
2021-06-15,2021-06-15,HAVELLS.NS,HAVELLS.NS,classic
2021-06-15,2021-06-15,UBL.NS,UBL.NS,classic
2021-06-15,2021-06-15,CHOLAFIN.NS,CHOLAFIN.NS,classic
2021-06-15,2021-06-15,AUROPHARMA.NS,AUROPHARMA.NS,classic
2021-06-15,2021-06-15,AUBANK.NS,AUBANK.NS,classic
2021-06-15,2021-06-15,CIPLA.NS,CIPLA.NS,classic
2021-06-15,2021-06-15,CANBK.NS,CANBK.NS,classic
2021-06-15,2021-06-15,MARUTI.NS,MARUTI.NS,classic
2021-06-15,2021-06-15,LICHSGFIN.NS,LICHSGFIN.NS,classic
2021-06-15,2021-06-15,BAJAJFINSV.NS,BAJAJFINSV.NS,classic
2021-06-15,2021-06-15,MGL.NS,MGL.NS,classic
2021-06-15,2021-06-15,GMRINFRA.NS,GMRAIRPORT.NS,classic
2021-06-15,2021-06-15,GRASIM.NS,GRASIM.NS,classic
2021-06-15,2021-06-15,UPL.NS,UPL.NS,classic
2021-06-15,2021-06-15,HCLTECH.NS,HCLTECH.NS,classic
2021-06-15,2021-06-15,BIOCON.NS,BIOCON.NS,classic
2021-06-15,2021-06-15,DIVISLAB.NS,DIVISLAB.NS,classic
2021-06-15,2021-06-15,PAGEIND.NS,PAGEIND.NS,classic
2021-06-15,2021-06-15,LT.NS,LT.NS,classic
2021-06-15,2021-06-15,ASHOKLEY.NS,ASHOKLEY.NS,classic
2021-06-15,2021-06-15,DLF.NS,DLF.NS,classic
2021-06-15,2021-06-15,TATAMOTORS.NS,TMPV.NS,classic
2021-06-15,2021-06-15,MPHASIS.NS,MPHASIS.NS,classic
2021-06-15,2021-06-15,GODREJCP.NS,GODREJCP.NS,classic
2021-06-15,2021-06-15,BPCL.NS,BPCL.NS,classic
2021-06-15,2021-06-15,LTTS.NS,LTTS.NS,classic
2021-06-15,2021-06-15,IGL.NS,IGL.NS,classic
2021-06-15,2021-06-15,AMBUJACEM.NS,AMBUJACEM.NS,classic
2021-06-15,2021-06-15,MARICO.NS,MARICO.NS,classic
2021-06-15,2021-06-15,WIPRO.NS,WIPRO.NS,classic
2021-06-15,2021-06-15,ADANIENT.NS,ADANIENT.NS,classic
2021-06-15,2021-06-15,HINDPETRO.NS,HINDPETRO.NS,classic
2021-06-15,2021-06-15,SHREECEM.NS,SHREECEM.NS,classic
2021-06-15,2021-06-15,JINDALSTEL.NS,JINDALSTEL.NS,classic
2021-06-15,2021-06-15,APOLLOHOSP.NS,APOLLOHOSP.NS,classic
2021-06-15,2021-06-15,HDFCAMC.NS,HDFCAMC.NS,classic
2021-06-15,2021-06-15,BERGEPAINT.NS,BERGEPAINT.NS,classic
2021-06-15,2021-06-15,IDEA.NS,IDEA.NS,classic
2021-06-15,2021-06-15,SUNTV.NS,SUNTV.NS,classic
2021-06-15,2021-06-15,IDFCFIRSTB.NS,IDFCFIRSTB.NS,classic
2021-06-15,2021-06-15,CUMMINSIND.NS,CUMMINSIND.NS,classic
2021-06-15,2021-06-15,GAIL.NS,GAIL.NS,classic
2021-06-15,2021-06-15,MFSL.NS,MFSL.NS,classic
2021-06-15,2021-06-15,ICICIBANK.NS,ICICIBANK.NS,classic
2021-06-15,2021-06-15,JUBLFOOD.NS,JUBLFOOD.NS,classic
2021-06-15,2021-06-15,ICICIGI.NS,ICICIGI.NS,classic
2021-06-15,2021-06-15,SRF.NS,SRF.NS,classic
2021-06-15,2021-06-15,TORNTPOWER.NS,TORNTPOWER.NS,classic
2021-06-15,2021-06-15,TITAN.NS,TITAN.NS,classic
2021-06-15,2021-06-15,DABUR.NS,DABUR.NS,classic
2021-06-15,2021-06-15,RBLBANK.NS,RBLBANK.NS,classic
2021-06-15,2021-06-15,HDFCBANK.NS,HDFCBANK.NS,classic
2021-06-15,2021-06-15,EICHERMOT.NS,EICHERMOT.NS,classic
2021-06-15,2021-06-15,ASIANPAINT.NS,ASIANPAINT.NS,classic
2021-06-15,2021-06-15,NTPC.NS,NTPC.NS,classic
2021-06-15,2021-06-15,MOTHERSUMI.NS,MOTHERSUMI.NS,classic
2021-06-15,2021-06-15,HEROMOTOCO.NS,HEROMOTOCO.NS,classic
2021-06-15,2021-06-15,TCS.NS,TCS.NS,classic
2021-06-15,2021-06-15,TECHM.NS,TECHM.NS,classic
2021-06-15,2021-06-15,BHARATFORG.NS,BHARATFORG.NS,classic
2021-06-15,2021-06-15,BANDHANBNK.NS,BANDHANBNK.NS,classic
2021-06-15,2021-06-15,MUTHOOTFIN.NS,MUTHOOTFIN.NS,classic
2022-06-15,2022-06-15,DRREDDY.NS,DRREDDY.NS,classic
2022-06-15,2022-06-15,RELIANCE.NS,RELIANCE.NS,classic
2022-06-15,2022-06-15,IOC.NS,IOC.NS,classic
2022-06-15,2022-06-15,GODREJPROP.NS,GODREJPROP.NS,classic
2022-06-15,2022-06-15,IPCALAB.NS,IPCALAB.NS,classic
2022-06-15,2022-06-15,GNFC.NS,GNFC.NS,classic
2022-06-15,2022-06-15,BALRAMCHIN.NS,BALRAMCHIN.NS,classic
2022-06-15,2022-06-15,SBICARD.NS,SBICARD.NS,classic
2022-06-15,2022-06-15,INFY.NS,INFY.NS,classic
2022-06-15,2022-06-15,APLLTD.NS,APLLTD.NS,classic
2022-06-15,2022-06-15,HDFCLIFE.NS,HDFCLIFE.NS,classic
2022-06-15,2022-06-15,ABFRL.NS,ABFRL.NS,classic
2022-06-15,2022-06-15,LALPATHLAB.NS,LALPATHLAB.NS,classic
2022-06-15,2022-06-15,ZEEL.NS,ZEEL.NS,classic
2022-06-15,2022-06-15,INDIGO.NS,INDIGO.NS,classic
2022-06-15,2022-06-15,ITC.NS,ITC.NS,classic
2022-06-15,2022-06-15,FSL.NS,FSL.NS,classic
2022-06-15,2022-06-15,INDIAMART.NS,INDIAMART.NS,classic
2022-06-15,2022-06-15,OBEROIRLTY.NS,OBEROIRLTY.NS,classic
2022-06-15,2022-06-15,TRENT.NS,TRENT.NS,classic
2022-06-15,2022-06-15,MRF.NS,MRF.NS,classic
2022-06-15,2022-06-15,JSWSTEEL.NS,JSWSTEEL.NS,classic
2022-06-15,2022-06-15,PIDILITIND.NS,PIDILITIND.NS,classic
2022-06-15,2022-06-15,PNB.NS,PNB.NS,classic
2022-06-15,2022-06-15,MANAPPURAM.NS,MANAPPURAM.NS,classic
2022-06-15,2022-06-15,M&M.NS,M&M.NS,classic
2022-06-15,2022-06-15,TVSMOTOR.NS,TVSMOTOR.NS,classic
2022-06-15,2022-06-15,LUPIN.NS,LUPIN.NS,classic
2022-06-15,2022-06-15,BAJFINANCE.NS,BAJFINANCE.NS,classic
2022-06-15,2022-06-15,CROMPTON.NS,CROMPTON.NS,classic
2022-06-15,2022-06-15,ULTRACEMCO.NS,ULTRACEMCO.NS,classic
2022-06-15,2022-06-15,ACC.NS,ACC.NS,classic
2022-06-15,2022-06-15,AMARAJABAT.NS,ARE&M.NS,classic
2022-06-15,2022-06-15,L&TFH.NS,LTF.NS,classic
2022-06-15,2022-06-15,PFC.NS,PFC.NS,classic
2022-06-15,2022-06-15,AXISBANK.NS,AXISBANK.NS,classic
2022-06-15,2022-06-15,DALBHARAT.NS,DALBHARAT.NS,classic
2022-06-15,2022-06-15,RAMCOCEM.NS,RAMCOCEM.NS,classic
2022-06-15,2022-06-15,SBIN.NS,SBIN.NS,classic
2022-06-15,2022-06-15,COALINDIA.NS,COALINDIA.NS,classic
2022-06-15,2022-06-15,ATUL.NS,ATUL.NS,classic
2022-06-15,2022-06-15,ESCORTS.NS,ESCORTS.NS,classic
2022-06-15,2022-06-15,CUB.NS,CUB.NS,classic
2022-06-15,2022-06-15,MCDOWELL-N.NS,UNITDSPR.NS,classic
2022-06-15,2022-06-15,BHEL.NS,BHEL.NS,classic
2022-06-15,2022-06-15,SAIL.NS,SAIL.NS,classic
2022-06-15,2022-06-15,VEDL.NS,VEDL.NS,classic
2022-06-15,2022-06-15,INDHOTEL.NS,INDHOTEL.NS,classic
2022-06-15,2022-06-15,PVR.NS,PVRINOX.NS,classic
2022-06-15,2022-06-15,TATACONSUM.NS,TATACONSUM.NS,classic
2022-06-15,2022-06-15,COLPAL.NS,COLPAL.NS,classic
2022-06-15,2022-06-15,INDUSINDBK.NS,INDUSINDBK.NS,classic
2022-06-15,2022-06-15,HINDUNILVR.NS,HINDUNILVR.NS,classic
2022-06-15,2022-06-15,FEDERALBNK.NS,FEDERALBNK.NS,classic
2022-06-15,2022-06-15,ICICIPRULI.NS,ICICIPRULI.NS,classic
2022-06-15,2022-06-15,NAUKRI.NS,NAUKRI.NS,classic
2022-06-15,2022-06-15,RAIN.NS,RAIN.NS,classic
2022-06-15,2022-06-15,SRTRANSFIN.NS,SHRIRAMFIN.NS,classic
2022-06-15,2022-06-15,BOSCHLTD.NS,BOSCHLTD.NS,classic
2022-06-15,2022-06-15,EXIDEIND.NS,EXIDEIND.NS,classic
2022-06-15,2022-06-15,TATACHEM.NS,TATACHEM.NS,classic
2022-06-15,2022-06-15,ADANIPORTS.NS,ADANIPORTS.NS,classic
2022-06-15,2022-06-15,HINDCOPPER.NS,HINDCOPPER.NS,classic
2022-06-15,2022-06-15,BATAINDIA.NS,BATAINDIA.NS,classic
2022-06-15,2022-06-15,LAURUSLABS.NS,LAURUSLABS.NS,classic
2022-06-15,2022-06-15,BANKBARODA.NS,BANKBARODA.NS,classic
2022-06-15,2022-06-15,POWERGRID.NS,POWERGRID.NS,classic
2022-06-15,2022-06-15,M&MFIN.NS,M&MFIN.NS,classic
2022-06-15,2022-06-15,PETRONET.NS,PETRONET.NS,classic
2022-06-15,2022-06-15,ONGC.NS,ONGC.NS,classic
2022-06-15,2022-06-15,NESTLEIND.NS,NESTLEIND.NS,classic
2022-06-15,2022-06-15,BAJAJ-AUTO.NS,BAJAJ-AUTO.NS,classic
2022-06-15,2022-06-15,AARTIIND.NS,AARTIIND.NS,classic
2022-06-15,2022-06-15,ZYDUSLIFE.NS,ZYDUSLIFE.NS,classic
2022-06-15,2022-06-15,NAM-INDIA.NS,NAM-INDIA.NS,classic
2022-06-15,2022-06-15,DELTACORP.NS,DELTACORP.NS,classic
2022-06-15,2022-06-15,CONCOR.NS,CONCOR.NS,classic
2022-06-15,2022-06-15,BRITANNIA.NS,BRITANNIA.NS,classic
2022-06-15,2022-06-15,MOTHERSON.NS,MOTHERSON.NS,classic
2022-06-15,2022-06-15,NMDC.NS,NMDC.NS,classic
2022-06-15,2022-06-15,SIEMENS.NS,SIEMENS.NS,classic
2022-06-15,2022-06-15,NAVINFLUOR.NS,NAVINFLUOR.NS,classic
2022-06-15,2022-06-15,BALKRISIND.NS,BALKRISIND.NS,classic
2022-06-15,2022-06-15,PIIND.NS,PIIND.NS,classic
2022-06-15,2022-06-15,KOTAKBANK.NS,KOTAKBANK.NS,classic
2022-06-15,2022-06-15,IEX.NS,IEX.NS,classic
2022-06-15,2022-06-15,ALKEM.NS,ALKEM.NS,classic
2022-06-15,2022-06-15,DEEPAKNTR.NS,DEEPAKNTR.NS,classic
2022-06-15,2022-06-15,NBCC.NS,NBCC.NS,classic
2022-06-15,2022-06-15,VOLTAS.NS,VOLTAS.NS,classic
2022-06-15,2022-06-15,WHIRLPOOL.NS,WHIRLPOOL.NS,classic
2022-06-15,2022-06-15,INDUSTOWER.NS,INDUSTOWER.NS,classic
2022-06-15,2022-06-15,RECLTD.NS,RECLTD.NS,classic
2022-06-15,2022-06-15,SUNPHARMA.NS,SUNPHARMA.NS,classic
2022-06-15,2022-06-15,APOLLOTYRE.NS,APOLLOTYRE.NS,classic
2022-06-15,2022-06-15,TATASTEEL.NS,TATASTEEL.NS,classic
2022-06-15,2022-06-15,HINDALCO.NS,HINDALCO.NS,classic
2022-06-15,2022-06-15,TORNTPHARM.NS,TORNTPHARM.NS,classic
2022-06-15,2022-06-15,TATAPOWER.NS,TATAPOWER.NS,classic
2022-06-15,2022-06-15,SBILIFE.NS,SBILIFE.NS,classic
2022-06-15,2022-06-15,BEL.NS,BEL.NS,classic
2022-06-15,2022-06-15,JKCEMENT.NS,JKCEMENT.NS,classic
2022-06-15,2022-06-15,IBULHSGFIN.NS,SAMMAANCAP.NS,classic
2022-06-15,2022-06-15,NATIONALUM.NS,NATIONALUM.NS,classic
2022-06-15,2022-06-15,HAL.NS,HAL.NS,classic
2022-06-15,2022-06-15,IRCTC.NS,IRCTC.NS,classic
2022-06-15,2022-06-15,GRANULES.NS,GRANULES.NS,classic
2022-06-15,2022-06-15,GLENMARK.NS,GLENMARK.NS,classic
2022-06-15,2022-06-15,BHARTIARTL.NS,BHARTIARTL.NS,classic
2022-06-15,2022-06-15,CANFINHOME.NS,CANFINHOME.NS,classic
2022-06-15,2022-06-15,INTELLECT.NS,INTELLECT.NS,classic
2022-06-15,2022-06-15,TATACOMM.NS,TATACOMM.NS,classic
2022-06-15,2022-06-15,COFORGE.NS,COFORGE.NS,classic
2022-06-15,2022-06-15,ABB.NS,ABB.NS,classic
2022-06-15,2022-06-15,HAVELLS.NS,HAVELLS.NS,classic
2022-06-15,2022-06-15,UBL.NS,UBL.NS,classic
2022-06-15,2022-06-15,CHOLAFIN.NS,CHOLAFIN.NS,classic
2022-06-15,2022-06-15,AUROPHARMA.NS,AUROPHARMA.NS,classic
2022-06-15,2022-06-15,AUBANK.NS,AUBANK.NS,classic
2022-06-15,2022-06-15,CIPLA.NS,CIPLA.NS,classic
2022-06-15,2022-06-15,GSPL.NS,GSPL.NS,classic
2022-06-15,2022-06-15,CANBK.NS,CANBK.NS,classic
2022-06-15,2022-06-15,HONAUT.NS,HONAUT.NS,classic
2022-06-15,2022-06-15,MARUTI.NS,MARUTI.NS,classic
2022-06-15,2022-06-15,OFSS.NS,OFSS.NS,classic
2022-06-15,2022-06-15,LICHSGFIN.NS,LICHSGFIN.NS,classic
2022-06-15,2022-06-15,BAJAJFINSV.NS,BAJAJFINSV.NS,classic
2022-06-15,2022-06-15,MCX.NS,MCX.NS,classic
2022-06-15,2022-06-15,GMRINFRA.NS,GMRAIRPORT.NS,classic
2022-06-15,2022-06-15,METROPOLIS.NS,METROPOLIS.NS,classic
2022-06-15,2022-06-15,GRASIM.NS,GRASIM.NS,classic
2022-06-15,2022-06-15,MGL.NS,MGL.NS,classic
2022-06-15,2022-06-15,UPL.NS,UPL.NS,classic
2022-06-15,2022-06-15,HCLTECH.NS,HCLTECH.NS,classic
2022-06-15,2022-06-15,BIOCON.NS,BIOCON.NS,classic
2022-06-15,2022-06-15,DIVISLAB.NS,DIVISLAB.NS,classic
2022-06-15,2022-06-15,PAGEIND.NS,PAGEIND.NS,classic
2022-06-15,2022-06-15,LT.NS,LT.NS,classic
2022-06-15,2022-06-15,ASHOKLEY.NS,ASHOKLEY.NS,classic
2022-06-15,2022-06-15,STAR.NS,STAR.NS,classic
2022-06-15,2022-06-15,DLF.NS,DLF.NS,classic
2022-06-15,2022-06-15,TATAMOTORS.NS,TMPV.NS,classic
2022-06-15,2022-06-15,MPHASIS.NS,MPHASIS.NS,classic
2022-06-15,2022-06-15,BSOFT.NS,BSOFT.NS,classic
2022-06-15,2022-06-15,GODREJCP.NS,GODREJCP.NS,classic
2022-06-15,2022-06-15,BPCL.NS,BPCL.NS,classic
2022-06-15,2022-06-15,LTTS.NS,LTTS.NS,classic
2022-06-15,2022-06-15,IGL.NS,IGL.NS,classic
2022-06-15,2022-06-15,ASTRAL.NS,ASTRAL.NS,classic
2022-06-15,2022-06-15,AMBUJACEM.NS,AMBUJACEM.NS,classic
2022-06-15,2022-06-15,ABBOTINDIA.NS,ABBOTINDIA.NS,classic
2022-06-15,2022-06-15,MARICO.NS,MARICO.NS,classic
2022-06-15,2022-06-15,PERSISTENT.NS,PERSISTENT.NS,classic
2022-06-15,2022-06-15,ADANIENT.NS,ADANIENT.NS,classic
2022-06-15,2022-06-15,HINDPETRO.NS,HINDPETRO.NS,classic
2022-06-15,2022-06-15,WIPRO.NS,WIPRO.NS,classic
2022-06-15,2022-06-15,SHREECEM.NS,SHREECEM.NS,classic
2022-06-15,2022-06-15,SYNGENE.NS,SYNGENE.NS,classic
2022-06-15,2022-06-15,JINDALSTEL.NS,JINDALSTEL.NS,classic
2022-06-15,2022-06-15,APOLLOHOSP.NS,APOLLOHOSP.NS,classic
2022-06-15,2022-06-15,HDFCAMC.NS,HDFCAMC.NS,classic
2022-06-15,2022-06-15,BERGEPAINT.NS,BERGEPAINT.NS,classic
2022-06-15,2022-06-15,IDEA.NS,IDEA.NS,classic
2022-06-15,2022-06-15,SUNTV.NS,SUNTV.NS,classic
2022-06-15,2022-06-15,IDFCFIRSTB.NS,IDFCFIRSTB.NS,classic
2022-06-15,2022-06-15,CUMMINSIND.NS,CUMMINSIND.NS,classic
2022-06-15,2022-06-15,GAIL.NS,GAIL.NS,classic
2022-06-15,2022-06-15,MFSL.NS,MFSL.NS,classic
2022-06-15,2022-06-15,ICICIBANK.NS,ICICIBANK.NS,classic
2022-06-15,2022-06-15,CHAMBLFERT.NS,CHAMBLFERT.NS,classic
2022-06-15,2022-06-15,JUBLFOOD.NS,JUBLFOOD.NS,classic
2022-06-15,2022-06-15,ICICIGI.NS,ICICIGI.NS,classic
2022-06-15,2022-06-15,SRF.NS,SRF.NS,classic
2022-06-15,2022-06-15,POLYCAB.NS,POLYCAB.NS,classic
2022-06-15,2022-06-15,TITAN.NS,TITAN.NS,classic
2022-06-15,2022-06-15,DABUR.NS,DABUR.NS,classic
2022-06-15,2022-06-15,INDIACEM.NS,INDIACEM.NS,classic
2022-06-15,2022-06-15,RBLBANK.NS,RBLBANK.NS,classic
2022-06-15,2022-06-15,TORNTPOWER.NS,TORNTPOWER.NS,classic
2022-06-15,2022-06-15,DIXON.NS,DIXON.NS,classic
2022-06-15,2022-06-15,EICHERMOT.NS,EICHERMOT.NS,classic
2022-06-15,2022-06-15,ASIANPAINT.NS,ASIANPAINT.NS,classic
2022-06-15,2022-06-15,HDFCBANK.NS,HDFCBANK.NS,classic
2022-06-15,2022-06-15,NTPC.NS,NTPC.NS,classic
2022-06-15,2022-06-15,HEROMOTOCO.NS,HEROMOTOCO.NS,classic
2022-06-15,2022-06-15,TCS.NS,TCS.NS,classic
2022-06-15,2022-06-15,TECHM.NS,TECHM.NS,classic
2022-06-15,2022-06-15,BHARATFORG.NS,BHARATFORG.NS,classic
2022-06-15,2022-06-15,BANDHANBNK.NS,BANDHANBNK.NS,classic
2022-06-15,2022-06-15,ABCAPITAL.NS,ABCAPITAL.NS,classic
2022-06-15,2022-06-15,MUTHOOTFIN.NS,MUTHOOTFIN.NS,classic
2022-06-15,2022-06-15,COROMANDEL.NS,COROMANDEL.NS,classic
2023-06-15,2023-06-15,DRREDDY.NS,DRREDDY.NS,classic
2023-06-15,2023-06-15,RELIANCE.NS,RELIANCE.NS,classic
2023-06-15,2023-06-15,IOC.NS,IOC.NS,classic
2023-06-15,2023-06-15,GODREJPROP.NS,GODREJPROP.NS,classic
2023-06-15,2023-06-15,IPCALAB.NS,IPCALAB.NS,classic
2023-06-15,2023-06-15,GNFC.NS,GNFC.NS,classic
2023-06-15,2023-06-15,BALRAMCHIN.NS,BALRAMCHIN.NS,classic
2023-06-15,2023-06-15,SBICARD.NS,SBICARD.NS,classic
2023-06-15,2023-06-15,INFY.NS,INFY.NS,classic
2023-06-15,2023-06-15,HDFCLIFE.NS,HDFCLIFE.NS,classic
2023-06-15,2023-06-15,ABFRL.NS,ABFRL.NS,classic
2023-06-15,2023-06-15,LALPATHLAB.NS,LALPATHLAB.NS,classic
2023-06-15,2023-06-15,ZEEL.NS,ZEEL.NS,classic
2023-06-15,2023-06-15,INDIGO.NS,INDIGO.NS,classic
2023-06-15,2023-06-15,ITC.NS,ITC.NS,classic
2023-06-15,2023-06-15,INDIAMART.NS,INDIAMART.NS,classic
2023-06-15,2023-06-15,TRENT.NS,TRENT.NS,classic
2023-06-15,2023-06-15,OBEROIRLTY.NS,OBEROIRLTY.NS,classic
2023-06-15,2023-06-15,MRF.NS,MRF.NS,classic
2023-06-15,2023-06-15,JSWSTEEL.NS,JSWSTEEL.NS,classic
2023-06-15,2023-06-15,PIDILITIND.NS,PIDILITIND.NS,classic
2023-06-15,2023-06-15,PNB.NS,PNB.NS,classic
2023-06-15,2023-06-15,MANAPPURAM.NS,MANAPPURAM.NS,classic
2023-06-15,2023-06-15,M&M.NS,M&M.NS,classic
2023-06-15,2023-06-15,TVSMOTOR.NS,TVSMOTOR.NS,classic
2023-06-15,2023-06-15,LUPIN.NS,LUPIN.NS,classic
2023-06-15,2023-06-15,BAJFINANCE.NS,BAJFINANCE.NS,classic
2023-06-15,2023-06-15,CROMPTON.NS,CROMPTON.NS,classic
2023-06-15,2023-06-15,ULTRACEMCO.NS,ULTRACEMCO.NS,classic
2023-06-15,2023-06-15,ACC.NS,ACC.NS,classic
2023-06-15,2023-06-15,L&TFH.NS,LTF.NS,classic
2023-06-15,2023-06-15,PFC.NS,PFC.NS,classic
2023-06-15,2023-06-15,AXISBANK.NS,AXISBANK.NS,classic
2023-06-15,2023-06-15,DALBHARAT.NS,DALBHARAT.NS,classic
2023-06-15,2023-06-15,RAMCOCEM.NS,RAMCOCEM.NS,classic
2023-06-15,2023-06-15,SBIN.NS,SBIN.NS,classic
2023-06-15,2023-06-15,COALINDIA.NS,COALINDIA.NS,classic
2023-06-15,2023-06-15,ATUL.NS,ATUL.NS,classic
2023-06-15,2023-06-15,ESCORTS.NS,ESCORTS.NS,classic
2023-06-15,2023-06-15,CUB.NS,CUB.NS,classic
2023-06-15,2023-06-15,MCDOWELL-N.NS,UNITDSPR.NS,classic
2023-06-15,2023-06-15,BHEL.NS,BHEL.NS,classic
2023-06-15,2023-06-15,SAIL.NS,SAIL.NS,classic
2023-06-15,2023-06-15,VEDL.NS,VEDL.NS,classic
2023-06-15,2023-06-15,INDHOTEL.NS,INDHOTEL.NS,classic
